Date,Time,Season,HomeTeam,AwayTeam,HTHG,HTAG,FTR,Pregame_Prob_H,Pregame_Prob_D,Pregame_Prob_A
2019-05-18,,18-19,Setubal,Rio Ave,0.0,0.0,A,0.3993513,0.26214495,0.33850378
2019-05-19,,18-19,Moreirense,Guimaraes,1.0,1.0,A,0.42399997,0.27015033,0.30584967
2019-05-19,,18-19,Tondela,Chaves,4.0,2.0,H,0.5221228,0.2379302,0.239947
2019-08-09,20:30,19-20,Portimonense,Belenenses,0.0,0.0,D,0.48283097,0.22912058,0.28804845
2019-08-10,16:30,19-20,Santa Clara,Famalicao,0.0,1.0,A,0.4546155,0.20811172,0.33727276
2019-08-10,19:00,19-20,Gil Vicente,Porto,0.0,0.0,H,0.4546155,0.20811172,0.33727276
2019-08-10,21:30,19-20,Benfica,Pacos Ferreira,2.0,0.0,H,0.60849667,0.16699146,0.22451185
2019-08-11,16:00,19-20,Boavista,Aves,1.0,1.0,H,0.5301468,0.20041077,0.2694425
2019-08-11,18:30,19-20,Maritimo,Sp Lisbon,1.0,1.0,D,0.4175594,0.25578332,0.32665733
2019-08-11,21:00,19-20,Sp Braga,Moreirense,1.0,0.0,H,0.47121304,0.2237612,0.30502576
2019-08-12,20:15,19-20,Setubal,Tondela,0.0,0.0,D,0.3970143,0.28057986,0.32240587
2019-08-16,20:30,19-20,Famalicao,Rio Ave,0.0,0.0,H,0.5648162,0.21800183,0.21718204
2019-08-17,16:30,19-20,Moreirense,Gil Vicente,2.0,0.0,H,0.37976038,0.18265389,0.4375857
2019-08-17,19:00,19-20,Belenenses,Benfica,0.0,0.0,A,0.1792329,0.16834736,0.65241975
2019-08-17,21:30,19-20,Porto,Setubal,2.0,0.0,H,0.49845174,0.18323572,0.3183125
2019-08-18,16:00,19-20,Aves,Maritimo,2.0,1.0,H,0.37049922,0.22790812,0.40159267
2019-08-18,16:00,19-20,Pacos Ferreira,Santa Clara,0.0,1.0,A,0.37160492,0.24787366,0.3805214
2019-08-18,18:30,19-20,Guimaraes,Boavista,1.0,0.0,D,0.5142143,0.17029168,0.31549403
2019-08-18,21:00,19-20,Sp Lisbon,Sp Braga,2.0,0.0,H,0.24010892,0.16031834,0.5995727
2019-08-19,20:15,19-20,Tondela,Portimonense,0.0,2.0,A,0.39181277,0.2769129,0.33127433
2019-08-23,19:00,19-20,Setubal,Moreirense,0.0,0.0,D,0.3564672,0.21893135,0.4246015
2019-08-23,21:15,19-20,Rio Ave,Aves,2.0,0.0,H,0.39049006,0.23019037,0.3793196
2019-08-24,19:00,19-20,Benfica,Porto,0.0,1.0,A,0.570427,0.18353838,0.24603465
2019-08-24,21:30,19-20,Boavista,Pacos Ferreira,1.0,1.0,D,0.58370966,0.28438544,0.1319049
2019-08-25,16:00,19-20,Maritimo,Tondela,0.0,1.0,A,0.44739714,0.2562325,0.29637036
2019-08-25,16:00,19-20,Santa Clara,Belenenses,0.0,0.0,D,0.35034823,0.44093442,0.20871733
2019-08-25,18:30,19-20,Portimonense,Sp Lisbon,1.0,2.0,A,0.3149997,0.27678773,0.4082126
2019-08-25,20:30,19-20,Gil Vicente,Sp Braga,0.0,1.0,D,0.25351912,0.39278647,0.35369444
2019-08-25,21:00,19-20,Guimaraes,Famalicao,0.0,0.0,D,0.2611161,0.16495442,0.5739295
2019-08-30,19:00,19-20,Moreirense,Portimonense,1.0,0.0,H,0.40708214,0.3446438,0.24827406
2019-08-30,21:15,19-20,Belenenses,Boavista,0.0,0.0,A,0.3191508,0.26153126,0.41931793
2019-08-31,16:30,19-20,Aves,Famalicao,1.0,1.0,A,0.17045315,0.16917229,0.6603746
2019-08-31,16:30,19-20,Pacos Ferreira,Maritimo,0.0,0.0,A,0.4014799,0.29583734,0.30268276
2019-08-31,19:00,19-20,Sp Lisbon,Rio Ave,1.0,1.0,A,0.4120369,0.20985493,0.37810814
2019-08-31,21:30,19-20,Gil Vicente,Setubal,0.0,0.0,D,0.31197593,0.43290764,0.2551164
2019-09-01,16:00,19-20,Tondela,Santa Clara,0.0,0.0,D,0.3669762,0.3559706,0.2770532
2019-09-01,18:30,19-20,Porto,Guimaraes,1.0,0.0,H,0.7003174,0.18767256,0.11201008
2019-09-01,21:00,19-20,Sp Braga,Benfica,0.0,1.0,A,0.17255762,0.16056305,0.6668793
2019-09-08,15:00,19-20,Rio Ave,Guimaraes,1.0,1.0,D,0.44388697,0.35065213,0.20546086
2019-09-13,20:30,19-20,Setubal,Sp Braga,0.0,0.0,H,0.44630113,0.26544353,0.28825536
2019-09-14,16:30,19-20,Famalicao,Pacos Ferreira,1.0,0.0,H,0.6510714,0.21608251,0.13284609
2019-09-14,19:00,19-20,Benfica,Gil Vicente,1.0,0.0,H,0.8012426,0.10117304,0.09758438
2019-09-14,21:30,19-20,Guimaraes,Aves,2.0,1.0,H,0.5802368,0.21805988,0.20170332
2019-09-15,16:00,19-20,Maritimo,Belenenses,0.0,2.0,A,0.39639,0.31801894,0.28559104
2019-09-15,16:00,19-20,Rio Ave,Tondela,1.0,2.0,A,0.45447516,0.2982692,0.24725561
2019-09-15,16:00,19-20,Santa Clara,Moreirense,1.0,0.0,H,0.34851572,0.28179625,0.369688
2019-09-15,18:00,19-20,Portimonense,Porto,0.0,2.0,A,0.13348182,0.14819112,0.71832705
2019-09-15,20:00,19-20,Boavista,Sp Lisbon,1.0,0.0,D,0.41478735,0.28307876,0.30213383
2019-09-20,20:30,19-20,Pacos Ferreira,Aves,0.0,1.0,H,0.48917535,0.23744605,0.27337852
2019-09-21,18:00,19-20,Belenenses,Rio Ave,0.0,1.0,A,0.35949114,0.31080842,0.32970047
2019-09-21,20:30,19-20,Moreirense,Benfica,0.0,0.0,A,0.1373317,0.1578197,0.7048486
2019-09-22,15:30,19-20,Gil Vicente,Boavista,0.0,0.0,D,0.26969907,0.2756012,0.45469972
2019-09-22,18:00,19-20,Setubal,Portimonense,0.0,0.0,D,0.35797152,0.3375654,0.30446312
2019-09-22,18:00,19-20,Tondela,Guimaraes,1.0,3.0,A,0.3303097,0.30527312,0.36441723
2019-09-22,20:30,19-20,Porto,Santa Clara,2.0,0.0,H,0.811546,0.09796596,0.09048802
2019-09-23,19:00,19-20,Sp Braga,Maritimo,0.0,1.0,D,0.4382436,0.29612857,0.26562783
2019-09-23,21:00,19-20,Sp Lisbon,Famalicao,1.0,0.0,A,0.33970624,0.21018307,0.4501107
2019-09-27,20:30,19-20,Boavista,Tondela,0.0,0.0,D,0.48980585,0.28162846,0.2285657
2019-09-28,16:30,19-20,Maritimo,Moreirense,0.0,0.0,H,0.4510682,0.279621,0.26931083
2019-09-28,19:00,19-20,Benfica,Setubal,0.0,0.0,H,0.84182805,0.09871523,0.05945666
2019-09-28,21:30,19-20,Famalicao,Belenenses,0.0,1.0,H,0.6643679,0.20774624,0.12788586
2019-09-29,16:00,19-20,Guimaraes,Pacos Ferreira,0.0,0.0,H,0.68960905,0.20443533,0.10595558
2019-09-29,16:00,19-20,Santa Clara,Gil Vicente,0.0,0.0,H,0.35652757,0.38680345,0.25666898
2019-09-29,18:00,19-20,Portimonense,Sp Braga,0.0,1.0,A,0.38983166,0.29722533,0.312943
2019-09-29,20:00,19-20,Rio Ave,Porto,0.0,1.0,A,0.15392864,0.20414102,0.64193034
2019-09-30,20:15,19-20,Aves,Sp Lisbon,0.0,0.0,A,0.24567844,0.18969643,0.56462514
2019-10-05,15:30,19-20,Aves,Tondela,0.0,0.0,A,0.2533478,0.21919969,0.5274525
2019-10-25,20:30,19-20,Pacos Ferreira,Rio Ave,0.0,0.0,D,0.33086398,0.22381571,0.4453203
2019-10-26,15:30,19-20,Belenenses,Aves,2.0,2.0,H,0.5385431,0.2403617,0.22109519
2019-10-26,15:30,19-20,Gil Vicente,Portimonense,1.0,1.0,D,0.42659298,0.30405608,0.26935092
2019-10-26,18:00,19-20,Setubal,Maritimo,0.0,0.0,D,0.40564245,0.29077446,0.3035831
2019-10-26,20:30,19-20,Moreirense,Boavista,1.0,0.0,D,0.3800186,0.27445856,0.34552282
2019-10-27,15:00,19-20,Tondela,Benfica,0.0,1.0,A,0.10364218,0.13574046,0.7606173
2019-10-27,17:30,19-20,Porto,Famalicao,1.0,0.0,H,0.57637155,0.23344888,0.19017957
2019-10-27,20:00,19-20,Sp Lisbon,Guimaraes,2.0,0.0,H,0.5266852,0.22323969,0.25007513
2019-10-28,20:15,19-20,Sp Braga,Santa Clara,1.0,0.0,H,0.39575225,0.26327077,0.340977
2019-10-30,17:00,19-20,Rio Ave,Moreirense,0.0,1.0,D,0.3606376,0.363448,0.27591443
2019-10-30,18:45,19-20,Maritimo,Porto,1.0,0.0,D,0.109215535,0.16385972,0.7269247
2019-10-30,20:00,19-20,Guimaraes,Belenenses,2.0,0.0,H,0.6415517,0.18904048,0.16940783
2019-10-30,20:15,19-20,Benfica,Portimonense,1.0,0.0,H,0.84182805,0.09871523,0.05945666
2019-10-30,21:00,19-20,Famalicao,Gil Vicente,1.0,0.0,H,0.60803854,0.19013219,0.20182927
2019-10-31,19:45,19-20,Pacos Ferreira,Sp Lisbon,0.0,1.0,A,0.3085406,0.20871487,0.48274446
2019-10-31,20:15,19-20,Boavista,Sp Braga,1.0,0.0,H,0.4426302,0.30812815,0.24924168
2019-10-31,20:15,19-20,Santa Clara,Setubal,1.0,1.0,D,0.36222908,0.3674813,0.27028963
2019-11-02,18:00,19-20,Benfica,Rio Ave,1.0,0.0,H,0.8035943,0.117960066,0.078445666
2019-11-02,20:30,19-20,Moreirense,Guimaraes,0.0,0.0,D,0.25788635,0.29412466,0.447989
2019-11-03,15:00,19-20,Gil Vicente,Maritimo,0.0,0.0,H,0.4599901,0.25239158,0.28761837
2019-11-03,17:30,19-20,Tondela,Sp Lisbon,0.0,0.0,H,0.35765776,0.23098585,0.4113564
2019-11-03,20:00,19-20,Porto,Aves,1.0,0.0,H,0.85464185,0.089829974,0.055528183
2019-11-03,20:15,19-20,Sp Braga,Famalicao,0.0,0.0,D,0.22420335,0.26276535,0.5130313
2019-11-04,19:00,19-20,Belenenses,Pacos Ferreira,0.0,0.0,H,0.43974742,0.2918533,0.2683992
2019-11-04,21:00,19-20,Portimonense,Santa Clara,1.0,0.0,D,0.47947392,0.24885185,0.27167428
2019-11-04,21:00,19-20,Setubal,Boavista,0.0,0.0,H,0.33413696,0.28698337,0.37887967
2019-11-08,20:30,19-20,Aves,Gil Vicente,1.0,2.0,A,0.35301965,0.23803891,0.40894145
2019-11-09,15:30,19-20,Rio Ave,Setubal,1.0,0.0,H,0.39272213,0.3288753,0.27840263
2019-11-09,18:00,19-20,Santa Clara,Benfica,1.0,0.0,A,0.095655225,0.14528942,0.7590553
2019-11-09,20:30,19-20,Famalicao,Moreirense,2.0,0.0,D,0.5505529,0.24462435,0.20482275
2019-11-10,15:00,19-20,Maritimo,Portimonense,0.0,1.0,D,0.4399473,0.28887537,0.2711773
2019-11-10,15:00,19-20,Pacos Ferreira,Tondela,1.0,0.0,H,0.36797574,0.2388086,0.3932157
2019-11-10,18:30,19-20,Sp Lisbon,Belenenses,0.0,0.0,H,0.6948959,0.14513586,0.1599682
2019-11-10,20:00,19-20,Guimaraes,Sp Braga,0.0,1.0,A,0.64416736,0.18942644,0.16640621
2019-11-10,21:00,19-20,Boavista,Porto,0.0,1.0,A,0.14800669,0.18520135,0.6667919
2019-11-29,20:30,19-20,Santa Clara,Boavista,0.0,2.0,A,0.3550868,0.2840278,0.36088535
2019-11-30,15:30,19-20,Moreirense,Aves,2.0,1.0,H,0.5590955,0.22640473,0.21449979
2019-11-30,18:00,19-20,Benfica,Maritimo,3.0,0.0,H,0.8440721,0.09897837,0.0569495
2019-11-30,20:30,19-20,Portimonense,Famalicao,1.0,0.0,H,0.30327538,0.2556182,0.4411064
2019-12-01,15:00,19-20,Tondela,Belenenses,0.0,0.0,A,0.3908989,0.3299247,0.27917635
2019-12-01,17:30,19-20,Setubal,Guimaraes,0.0,0.0,D,0.3196984,0.29521644,0.3850851
2019-12-01,20:00,19-20,Gil Vicente,Sp Lisbon,1.0,1.0,H,0.302676,0.2746331,0.42269096
2019-12-02,18:45,19-20,Sp Braga,Rio Ave,1.0,0.0,H,0.40582386,0.26206955,0.33210656
2019-12-02,20:45,19-20,Porto,Pacos Ferreira,1.0,0.0,H,0.8489722,0.09586792,0.055159815
2019-12-06,20:30,19-20,Boavista,Benfica,1.0,1.0,A,0.13783367,0.18430178,0.6778645
2019-12-07,15:00,19-20,Maritimo,Santa Clara,1.0,1.0,D,0.41332713,0.30587116,0.28080168
2019-12-07,18:00,19-20,Famalicao,Tondela,1.0,2.0,A,0.42748508,0.25988337,0.31263155
2019-12-07,20:30,19-20,Aves,Sp Braga,1.0,0.0,H,0.3362884,0.23635848,0.42735314
2019-12-08,15:00,19-20,Guimaraes,Portimonense,1.0,0.0,H,0.63895,0.19920874,0.16184124
2019-12-08,15:00,19-20,Pacos Ferreira,Setubal,0.0,1.0,A,0.4438277,0.25425935,0.30191296
2019-12-08,17:30,19-20,Sp Lisbon,Moreirense,0.0,0.0,H,0.6049852,0.21140137,0.18361346
2019-12-08,20:00,19-20,Belenenses,Porto,1.0,1.0,D,0.1156898,0.16266878,0.7216414
2019-12-09,20:15,19-20,Rio Ave,Gil Vicente,0.0,0.0,H,0.40622556,0.29769868,0.2960758
2019-12-13,20:30,19-20,Portimonense,Rio Ave,0.0,1.0,D,0.44478303,0.27951849,0.27569842
2019-12-14,15:30,19-20,Maritimo,Boavista,1.0,0.0,H,0.42239752,0.2654506,0.3121519
2019-12-14,18:00,19-20,Benfica,Famalicao,1.0,0.0,H,0.7659338,0.13911717,0.094949014
2019-12-14,20:30,19-20,Setubal,Aves,0.0,0.0,H,0.3926223,0.30857602,0.2988017
2019-12-15,15:00,19-20,Moreirense,Belenenses,0.0,1.0,H,0.44627225,0.30230048,0.25142726
2019-12-15,17:30,19-20,Gil Vicente,Guimaraes,2.0,0.0,D,0.32807696,0.27126926,0.40065375
2019-12-15,20:00,19-20,Sp Braga,Pacos Ferreira,0.0,1.0,A,0.44916445,0.2953783,0.2554572
2019-12-16,19:00,19-20,Santa Clara,Sp Lisbon,0.0,1.0,A,0.3549062,0.23380563,0.4112882
2019-12-16,20:15,19-20,Porto,Tondela,2.0,0.0,H,0.80363506,0.12184044,0.074524455
2020-01-04,15:30,19-20,Aves,Santa Clara,0.0,0.0,A,0.35667175,0.1930145,0.45031372
2020-01-04,15:30,19-20,Boavista,Portimonense,0.0,0.0,D,0.4326302,0.31542417,0.25194564
2020-01-04,18:00,19-20,Belenenses,Sp Braga,1.0,4.0,A,0.3898827,0.2949726,0.31514466
2020-01-04,20:30,19-20,Guimaraes,Benfica,0.0,1.0,A,0.165546,0.18083146,0.65362257
2020-01-05,15:00,19-20,Pacos Ferreira,Moreirense,1.0,0.0,H,0.35869923,0.27294725,0.36835352
2020-01-05,15:00,19-20,Rio Ave,Maritimo,0.0,0.0,A,0.36997506,0.33736482,0.29266015
2020-01-05,15:00,19-20,Tondela,Gil Vicente,1.0,1.0,D,0.39363876,0.31228155,0.29407972
2020-01-05,17:30,19-20,Sp Lisbon,Porto,1.0,1.0,A,0.27043086,0.29040584,0.43916327
2020-01-05,20:00,19-20,Famalicao,Setubal,1.0,0.0,H,0.44363838,0.26786047,0.2885012
2020-01-10,19:00,19-20,Benfica,Aves,0.0,1.0,H,0.8528254,0.09308468,0.05408998
2020-01-10,19:00,19-20,Santa Clara,Rio Ave,0.0,0.0,A,0.36244097,0.3011957,0.33636335
2020-01-10,21:15,19-20,Moreirense,Porto,2.0,2.0,A,0.11889331,0.1620795,0.7190272
2020-01-11,15:30,19-20,Portimonense,Pacos Ferreira,0.0,0.0,D,0.459396,0.29874656,0.24185742
2020-01-11,18:00,19-20,Boavista,Famalicao,0.0,0.0,A,0.36500433,0.24156678,0.3934289
2020-01-11,20:30,19-20,Setubal,Sp Lisbon,0.0,2.0,A,0.25139916,0.30043724,0.4481636
2020-01-12,15:00,19-20,Gil Vicente,Belenenses,0.0,0.0,H,0.480377,0.27284008,0.246783
2020-01-12,17:30,19-20,Maritimo,Guimaraes,0.0,0.0,D,0.313543,0.34926757,0.33718944
2020-01-12,20:00,19-20,Sp Braga,Tondela,0.0,1.0,H,0.47551474,0.28331512,0.24117014
2020-01-17,19:00,19-20,Porto,Sp Braga,0.0,1.0,A,0.7342713,0.15959504,0.106133714
2020-01-17,21:15,19-20,Sp Lisbon,Benfica,0.0,0.0,A,0.19710226,0.22284076,0.580057
2020-01-18,15:30,19-20,Aves,Portimonense,0.0,0.0,H,0.39215,0.2207283,0.38712168
2020-01-18,15:30,19-20,Guimaraes,Santa Clara,0.0,0.0,H,0.6126079,0.20726903,0.18012309
2020-01-18,18:00,19-20,Tondela,Moreirense,0.0,0.0,D,0.39801836,0.30462998,0.29735163
2020-01-18,20:30,19-20,Belenenses,Setubal,0.0,1.0,A,0.3951867,0.31487462,0.28993872
2020-01-19,15:00,19-20,Pacos Ferreira,Gil Vicente,0.0,0.0,D,0.38502553,0.2672164,0.3477581
2020-01-19,17:30,19-20,Famalicao,Maritimo,0.0,1.0,D,0.45856068,0.26804817,0.27339113
2020-01-19,20:00,19-20,Rio Ave,Boavista,2.0,0.0,H,0.35882512,0.32338014,0.3177947
2020-01-26,15:00,19-20,Belenenses,Portimonense,1.0,0.0,H,0.45053133,0.29347298,0.25599566
2020-01-26,15:00,19-20,Famalicao,Santa Clara,0.0,1.0,A,0.45856068,0.26804817,0.27339113
2020-01-26,15:00,19-20,Tondela,Setubal,0.0,2.0,A,0.40198082,0.3076627,0.29035655
2020-01-26,17:30,19-20,Pacos Ferreira,Benfica,0.0,1.0,A,0.10521891,0.14284593,0.7519351
2020-01-26,20:00,19-20,Aves,Boavista,0.0,1.0,A,0.39174008,0.24027121,0.36798874
2020-01-27,18:45,19-20,Guimaraes,Rio Ave,0.0,2.0,A,0.50209534,0.21909872,0.27880594
2020-01-27,21:00,19-20,Sp Lisbon,Maritimo,0.0,0.0,H,0.7241971,0.13614874,0.13965414
2020-01-28,20:15,19-20,Porto,Gil Vicente,1.0,1.0,H,0.82103556,0.092713244,0.08625123
2020-01-29,20:15,19-20,Moreirense,Sp Braga,0.0,2.0,A,0.35233298,0.27856144,0.36910558
2020-01-31,19:00,19-20,Benfica,Belenenses,2.0,0.0,H,0.8528254,0.09308468,0.05408998
2020-01-31,21:15,19-20,Rio Ave,Famalicao,0.0,2.0,D,0.39772576,0.2836359,0.3186383
2020-02-01,15:30,19-20,Portimonense,Tondela,0.0,1.0,A,0.45272252,0.26293734,0.2843402
2020-02-01,18:00,19-20,Setubal,Porto,0.0,2.0,A,0.10960059,0.16411978,0.7262796
2020-02-02,15:00,19-20,Gil Vicente,Moreirense,0.0,2.0,A,0.41329598,0.28314608,0.30355796
2020-02-02,15:00,19-20,Maritimo,Aves,1.0,1.0,A,0.44880706,0.28908995,0.26210296
2020-02-02,17:30,19-20,Santa Clara,Pacos Ferreira,0.0,0.0,H,0.45215333,0.26692548,0.28092116
2020-02-02,17:30,19-20,Sp Braga,Sp Lisbon,0.0,0.0,H,0.47402066,0.24061382,0.2853655
2020-02-02,20:00,19-20,Boavista,Guimaraes,1.0,0.0,H,0.37174803,0.2966274,0.3316246
2020-02-07,20:30,19-20,Pacos Ferreira,Boavista,0.0,1.0,A,0.41687155,0.27678594,0.30634257
2020-02-08,15:30,19-20,Belenenses,Santa Clara,0.0,2.0,A,0.41707766,0.2769228,0.30599958
2020-02-08,15:30,19-20,Famalicao,Guimaraes,0.0,2.0,A,0.34694842,0.26376957,0.38928205
2020-02-08,18:00,19-20,Sp Braga,Gil Vicente,2.0,0.0,D,0.6816914,0.1944627,0.12384595
2020-02-08,20:30,19-20,Porto,Benfica,3.0,1.0,H,0.36658975,0.2595766,0.37383366
2020-02-09,15:00,19-20,Moreirense,Setubal,0.0,1.0,D,0.4314632,0.28786102,0.28067574
2020-02-09,15:00,19-20,Tondela,Maritimo,0.0,0.0,D,0.4220733,0.30887058,0.2690561
2020-02-09,17:30,19-20,Sp Lisbon,Portimonense,1.0,1.0,H,0.71885955,0.15692298,0.12421741
2020-02-09,20:00,19-20,Aves,Rio Ave,0.0,1.0,A,0.28077844,0.2326746,0.48654696
2020-02-14,20:30,19-20,Setubal,Gil Vicente,0.0,1.0,A,0.3620712,0.27941477,0.358514
2020-02-15,15:30,19-20,Portimonense,Moreirense,1.0,1.0,D,0.4659745,0.26336345,0.2706621
2020-02-15,15:30,19-20,Santa Clara,Tondela,0.0,0.0,H,0.36122683,0.28530642,0.35346678
2020-02-15,18:00,19-20,Benfica,Sp Braga,0.0,1.0,A,0.6789032,0.15323277,0.16786405
2020-02-15,20:30,19-20,Rio Ave,Sp Lisbon,1.0,0.0,D,0.43159494,0.27647805,0.291927
2020-02-16,15:00,19-20,Boavista,Belenenses,0.0,1.0,A,0.50742805,0.30517393,0.187398
2020-02-16,15:00,19-20,Maritimo,Pacos Ferreira,1.0,0.0,H,0.4686443,0.2670915,0.26426423
2020-02-16,17:30,19-20,Guimaraes,Porto,0.0,1.0,A,0.22039616,0.22542652,0.55417734
2020-02-16,20:00,19-20,Famalicao,Aves,0.0,0.0,D,0.4355398,0.3441957,0.22026452
2020-02-21,20:30,19-20,Aves,Guimaraes,0.0,0.0,A,0.24262057,0.21310268,0.5442767
2020-02-22,18:00,19-20,Tondela,Rio Ave,0.0,0.0,A,0.33115384,0.28501478,0.3838314
2020-02-22,20:30,19-20,Belenenses,Maritimo,1.0,0.0,H,0.40396968,0.32187268,0.27415758
2020-02-23,15:00,19-20,Moreirense,Santa Clara,1.0,1.0,H,0.45500275,0.24413003,0.30086723
2020-02-23,15:00,19-20,Pacos Ferreira,Famalicao,0.0,0.0,H,0.46066645,0.26390588,0.27542764
2020-02-23,17:30,19-20,Sp Lisbon,Boavista,2.0,0.0,H,0.57943445,0.2072038,0.21336176
2020-02-23,20:00,19-20,Sp Braga,Setubal,0.0,0.0,H,0.7009291,0.1785453,0.12052559
2020-02-23,20:30,19-20,Porto,Portimonense,0.0,0.0,H,0.85749686,0.09013006,0.052373096
2020-02-24,19:30,19-20,Gil Vicente,Benfica,0.0,1.0,A,0.10250886,0.14758536,0.74990577
2020-02-28,20:30,19-20,Portimonense,Setubal,0.0,0.0,D,0.4838614,0.26006964,0.25606894
2020-02-29,18:00,19-20,Rio Ave,Belenenses,0.0,0.0,D,0.59161866,0.26409632,0.144285
2020-02-29,20:30,19-20,Boavista,Gil Vicente,0.0,0.0,A,0.39198273,0.3106833,0.2973339
2020-03-01,15:00,19-20,Aves,Pacos Ferreira,1.0,1.0,A,0.4723693,0.21128258,0.31634817
2020-03-01,17:30,19-20,Maritimo,Sp Braga,0.0,1.0,A,0.2522043,0.2954036,0.45239204
2020-03-01,20:00,19-20,Guimaraes,Tondela,2.0,0.0,H,0.6476225,0.1814558,0.17092162
2020-03-02,19:30,19-20,Santa Clara,Porto,0.0,1.0,A,0.10768387,0.14099497,0.75132114
2020-03-02,20:45,19-20,Benfica,Moreirense,0.0,0.0,D,0.8197986,0.09613199,0.084069386
2020-03-03,20:00,19-20,Famalicao,Sp Lisbon,2.0,1.0,H,0.35436723,0.26368323,0.3819495
2020-03-06,20:30,19-20,Sp Braga,Portimonense,2.0,0.0,H,0.79443747,0.13323769,0.0723249
2020-03-07,15:30,19-20,Tondela,Boavista,1.0,1.0,D,0.4115512,0.31559741,0.2728514
2020-03-07,18:00,19-20,Setubal,Benfica,0.0,0.0,D,0.11983029,0.17707433,0.7030954
2020-03-07,20:30,19-20,Porto,Rio Ave,1.0,1.0,D,0.7238865,0.1761595,0.099954054
2020-03-08,15:00,19-20,Belenenses,Famalicao,0.0,0.0,D,0.3765073,0.31938186,0.3041108
2020-03-08,15:00,19-20,Moreirense,Maritimo,1.0,0.0,H,0.44651058,0.2899065,0.2635829
2020-03-08,17:00,19-20,Gil Vicente,Santa Clara,0.0,0.0,D,0.39279944,0.31313792,0.29406267
2020-03-08,17:30,19-20,Sp Lisbon,Aves,0.0,0.0,H,0.7497032,0.14454468,0.10575213
2020-03-08,20:00,19-20,Pacos Ferreira,Guimaraes,1.0,0.0,A,0.21823333,0.26929617,0.5124705
2020-06-03,19:00,19-20,Portimonense,Gil Vicente,0.0,0.0,H,0.49370274,0.24774063,0.25855666
2020-06-03,21:15,19-20,Famalicao,Porto,0.0,0.0,H,0.117935695,0.15524937,0.7268149
2020-06-04,18:00,19-20,Maritimo,Setubal,1.0,0.0,D,0.4471543,0.28796932,0.2648763
2020-06-04,19:15,19-20,Benfica,Tondela,0.0,0.0,D,0.7384255,0.14357428,0.11800019
2020-06-04,21:15,19-20,Guimaraes,Sp Lisbon,1.0,1.0,D,0.48727965,0.2559798,0.25674057
2020-06-05,20:00,19-20,Santa Clara,Sp Braga,1.0,1.0,H,0.20879813,0.31287876,0.47832313
2020-06-05,21:15,19-20,Aves,Belenenses,0.0,2.0,A,0.4695507,0.20793271,0.3225166
2020-06-06,21:15,19-20,Boavista,Moreirense,0.0,0.0,A,0.40652516,0.3116739,0.28180096
2020-06-07,21:00,19-20,Rio Ave,Pacos Ferreira,1.0,2.0,A,0.49757442,0.26468742,0.23773818
2020-06-09,21:00,19-20,Gil Vicente,Famalicao,0.0,2.0,A,0.37111932,0.28261074,0.34626994
2020-06-10,17:00,19-20,Setubal,Santa Clara,1.0,1.0,D,0.3903493,0.27877733,0.33087337
2020-06-10,19:15,19-20,Portimonense,Benfica,0.0,2.0,D,0.12591851,0.16086447,0.713217
2020-06-10,21:30,19-20,Porto,Maritimo,1.0,0.0,H,0.82937276,0.0936547,0.0769725
2020-06-11,19:00,19-20,Belenenses,Guimaraes,1.0,1.0,D,0.21954645,0.30760866,0.4728449
2020-06-11,21:15,19-20,Tondela,Aves,1.0,0.0,H,0.61664367,0.20364632,0.17970997
2020-06-12,19:00,19-20,Moreirense,Rio Ave,0.0,1.0,A,0.39828935,0.27597967,0.32573104
2020-06-12,21:15,19-20,Sp Lisbon,Pacos Ferreira,0.0,0.0,H,0.7478298,0.1208304,0.13133979
2020-06-13,21:00,19-20,Sp Braga,Boavista,0.0,0.0,A,0.6964605,0.13598105,0.16755845
2020-06-15,19:00,19-20,Maritimo,Gil Vicente,2.0,1.0,H,0.46848446,0.28794363,0.24357188
2020-06-16,19:00,19-20,Santa Clara,Portimonense,0.0,0.0,D,0.41104117,0.3444414,0.2445174
2020-06-16,21:15,19-20,Aves,Porto,0.0,0.0,D,0.14246255,0.15021414,0.7073234
2020-06-17,19:00,19-20,Pacos Ferreira,Belenenses,0.0,1.0,H,0.47244343,0.2653115,0.2622451
2020-06-17,21:15,19-20,Rio Ave,Benfica,1.0,0.0,A,0.18924087,0.20542611,0.60533303
2020-06-18,19:00,19-20,Boavista,Setubal,2.0,0.0,H,0.42864898,0.30182365,0.26952738
2020-06-18,21:15,19-20,Sp Lisbon,Tondela,2.0,0.0,H,0.7674907,0.13887392,0.09363536
2020-06-19,19:00,19-20,Guimaraes,Moreirense,1.0,0.0,D,0.5415178,0.24817526,0.21030694
2020-06-19,21:15,19-20,Famalicao,Sp Braga,0.0,0.0,D,0.345333,0.3069561,0.34771085
2020-06-21,21:00,19-20,Gil Vicente,Aves,2.0,0.0,H,0.5260212,0.25103465,0.22294413
2020-06-22,21:00,19-20,Portimonense,Maritimo,2.0,0.0,H,0.51544976,0.23489115,0.2496591
2020-06-23,19:00,19-20,Setubal,Rio Ave,1.0,1.0,A,0.3221073,0.26282835,0.41506436
2020-06-23,19:15,19-20,Benfica,Santa Clara,0.0,1.0,A,0.77995574,0.11429858,0.105745636
2020-06-23,21:15,19-20,Porto,Boavista,0.0,0.0,H,0.78044105,0.12051259,0.099046335
