Date,Time,Season,HomeTeam,AwayTeam,HTHG,HTAG,FTR,Pregame_Prob_H,Pregame_Prob_D,Pregame_Prob_A
2022-03-12,15:30,21-22,Estoril,Portimonense,1.0,0.0,H,0.41588143,0.2986761,0.28544244
2022-03-12,15:30,21-22,Famalicao,Santa Clara,0.0,0.0,D,0.41860634,0.27425545,0.30713817
2022-03-12,18:00,21-22,Arouca,Pacos Ferreira,0.0,1.0,A,0.36921734,0.35456446,0.27621818
2022-03-12,20:30,21-22,Belenenses,Boavista,0.0,0.0,D,0.38117728,0.2873165,0.3315062
2022-03-13,15:30,21-22,Maritimo,Guimaraes,0.0,0.0,A,0.34009588,0.31634644,0.34355766
2022-03-13,18:00,21-22,Porto,Tondela,1.0,0.0,H,0.85749686,0.09013006,0.052373096
2022-03-13,20:30,21-22,Sp Braga,Gil Vicente,0.0,0.0,A,0.4410613,0.22287446,0.3360643
2022-03-14,20:15,21-22,Moreirense,Sp Lisbon,0.0,2.0,A,0.12044249,0.15721408,0.7223434
2022-03-18,20:15,21-22,Vizela,Famalicao,0.0,1.0,D,0.39225036,0.31352866,0.29422104
2022-03-19,15:30,21-22,Tondela,Arouca,2.0,1.0,D,0.48034954,0.29366565,0.2259848
2022-03-19,18:00,21-22,Santa Clara,Belenenses,0.0,0.0,D,0.49246654,0.30576706,0.2017664
2022-03-19,20:30,21-22,Guimaraes,Sp Lisbon,1.0,1.0,A,0.15026815,0.18517484,0.66455704
2022-03-20,15:30,21-22,Gil Vicente,Maritimo,1.0,1.0,D,0.44108275,0.3759421,0.18297517
2022-03-20,15:30,21-22,Pacos Ferreira,Moreirense,1.0,0.0,H,0.5308162,0.21764712,0.25153667
2022-03-20,18:00,21-22,Benfica,Estoril,1.0,0.0,H,0.8353092,0.10906025,0.05563055
2022-03-20,20:00,21-22,Portimonense,Sp Braga,0.0,2.0,A,0.25610462,0.28024575,0.4636496
2022-03-20,20:45,21-22,Boavista,Porto,0.0,1.0,A,0.119561315,0.15737158,0.7230671
2022-04-01,20:15,21-22,Sp Braga,Benfica,1.0,0.0,H,0.24001147,0.25267988,0.50730866
2022-04-02,15:30,21-22,Belenenses,Portimonense,1.0,0.0,H,0.371457,0.28353482,0.3450081
2022-04-02,18:00,21-22,Arouca,Gil Vicente,0.0,0.0,H,0.25223953,0.2806548,0.46710563
2022-04-02,18:00,21-22,Estoril,Vizela,1.0,1.0,A,0.42443848,0.29197484,0.2835867
2022-04-02,20:30,21-22,Famalicao,Boavista,0.0,2.0,A,0.39581472,0.31168985,0.29249546
2022-04-03,15:30,21-22,Maritimo,Tondela,1.0,1.0,A,0.44496262,0.3136563,0.24138106
2022-04-03,18:00,21-22,Moreirense,Guimaraes,0.0,0.0,A,0.4356243,0.25386527,0.31051046
2022-04-03,20:30,21-22,Sp Lisbon,Pacos Ferreira,1.0,0.0,H,0.8517894,0.09618604,0.052024502
2022-04-04,20:15,21-22,Porto,Santa Clara,2.0,0.0,H,0.8517894,0.09618604,0.052024502
2022-04-08,20:15,21-22,Gil Vicente,Moreirense,0.0,0.0,A,0.5138994,0.29851452,0.18758608
2022-04-09,15:30,21-22,Pacos Ferreira,Maritimo,2.0,0.0,H,0.43897608,0.28097078,0.28005317
2022-04-09,18:00,21-22,Benfica,Belenenses,1.0,1.0,H,0.8293031,0.1003267,0.07037024
2022-04-09,18:00,21-22,Boavista,Arouca,1.0,0.0,H,0.5341021,0.23521766,0.23068026
2022-04-09,20:30,21-22,Tondela,Sp Lisbon,0.0,2.0,A,0.10163685,0.123539746,0.7748234
2022-04-10,15:30,21-22,Portimonense,Famalicao,1.0,0.0,H,0.4545215,0.2888282,0.25665033
2022-04-10,15:30,21-22,Santa Clara,Estoril,1.0,0.0,H,0.40861684,0.31404236,0.27734083
2022-04-10,18:00,21-22,Guimaraes,Porto,0.0,1.0,A,0.124908894,0.16009238,0.7149987
2022-04-10,20:30,21-22,Vizela,Sp Braga,0.0,1.0,A,0.21719013,0.26456234,0.51824754
2022-04-15,15:30,21-22,Arouca,Santa Clara,0.0,0.0,D,0.42767197,0.29579678,0.2765312
2022-04-15,18:00,21-22,Famalicao,Gil Vicente,2.0,1.0,D,0.34342274,0.2957609,0.36081633
2022-04-15,20:30,21-22,Guimaraes,Pacos Ferreira,2.0,0.0,H,0.5742975,0.20897795,0.21672453
2022-04-16,15:30,21-22,Moreirense,Tondela,2.0,0.0,H,0.51151305,0.24107273,0.24741422
2022-04-16,18:00,21-22,Belenenses,Vizela,1.0,0.0,H,0.48496357,0.2390693,0.27596715
2022-04-16,18:00,21-22,Maritimo,Boavista,2.0,0.0,H,0.4422258,0.30020782,0.25756636
2022-04-16,20:30,21-22,Porto,Portimonense,4.0,0.0,H,0.85749686,0.09013006,0.052373096
2022-04-17,20:30,21-22,Sp Lisbon,Benfica,0.0,1.0,A,0.3839305,0.20516822,0.41090128
2022-04-18,20:30,21-22,Estoril,Sp Braga,0.0,0.0,D,0.20826927,0.3083138,0.48341697
2022-04-22,20:15,21-22,Vizela,Arouca,1.0,0.0,H,0.5196017,0.2590749,0.22132337
2022-04-23,15:30,21-22,Portimonense,Moreirense,1.0,0.0,H,0.5166986,0.24759935,0.23570201
2022-04-23,18:00,21-22,Benfica,Famalicao,0.0,0.0,D,0.8405518,0.10613663,0.053311534
2022-04-23,18:00,21-22,Santa Clara,Maritimo,2.0,0.0,D,0.39447355,0.33778504,0.26774135
2022-04-23,20:30,21-22,Gil Vicente,Pacos Ferreira,0.0,0.0,D,0.45126337,0.30858526,0.24015139
2022-04-24,18:00,21-22,Estoril,Belenenses,2.0,0.0,D,0.43374997,0.33681282,0.22943716
2022-04-24,20:30,21-22,Tondela,Guimaraes,0.0,0.0,D,0.27964923,0.29002059,0.43033016
2022-04-25,18:00,21-22,Sp Braga,Porto,0.0,0.0,H,0.2108936,0.20976974,0.57933664
2022-04-25,20:30,21-22,Boavista,Sp Lisbon,0.0,1.0,A,0.12750545,0.15471238,0.71778214
2022-04-29,20:15,21-22,Famalicao,Estoril,1.0,0.0,H,0.41865647,0.29469553,0.28664804
2022-04-30,15:00,21-22,Arouca,Portimonense,0.0,0.0,H,0.43445832,0.28367546,0.28186616
2022-04-30,17:00,21-22,Maritimo,Benfica,0.0,1.0,A,0.11407839,0.14044487,0.7454767
2022-04-30,19:00,21-22,Porto,Vizela,2.0,1.0,H,0.82085407,0.09269275,0.08645315
2022-04-30,21:00,21-22,Belenenses,Sp Braga,0.0,0.0,A,0.17436668,0.24764545,0.57798785
2022-05-01,15:30,21-22,Guimaraes,Santa Clara,1.0,0.0,D,0.55973065,0.22647527,0.2137941
2022-05-01,18:00,21-22,Moreirense,Boavista,0.0,1.0,A,0.46970963,0.2554079,0.27488253
2022-05-01,20:30,21-22,Sp Lisbon,Gil Vicente,2.0,1.0,H,0.8110893,0.12009294,0.068817824
2022-05-02,20:15,21-22,Pacos Ferreira,Tondela,0.0,1.0,D,0.5277161,0.27407658,0.19820735
2022-05-06,20:15,21-22,Boavista,Guimaraes,0.0,1.0,D,0.36096302,0.3267017,0.31233528
2022-05-07,15:30,21-22,Estoril,Moreirense,0.0,0.0,H,0.5135216,0.2572462,0.22923218
2022-05-07,18:00,21-22,Benfica,Porto,0.0,0.0,A,0.36484194,0.2716561,0.363502
2022-05-07,20:30,21-22,Portimonense,Sp Lisbon,2.0,1.0,A,0.110111855,0.14551342,0.7443747
2022-05-08,15:30,21-22,Gil Vicente,Tondela,0.0,0.0,H,0.4541792,0.32502815,0.22079268
2022-05-08,15:30,21-22,Vizela,Maritimo,0.0,0.0,D,0.38705596,0.32338047,0.2895636
2022-05-08,18:00,21-22,Sp Braga,Arouca,0.0,0.0,H,0.7806915,0.15419403,0.06511454
2022-05-08,19:30,21-22,Santa Clara,Pacos Ferreira,1.0,0.0,H,0.42962182,0.29413643,0.2762417
2022-05-09,20:15,21-22,Belenenses,Famalicao,1.0,0.0,A,0.42157817,0.29482397,0.2835978
2022-05-13,20:15,21-22,Pacos Ferreira,Benfica,0.0,2.0,A,0.09904765,0.12846377,0.7724886
2022-05-14,15:30,21-22,Arouca,Belenenses,0.0,0.0,D,0.47564557,0.31760046,0.206754
2022-05-14,15:30,21-22,Moreirense,Vizela,3.0,0.0,H,0.5224199,0.22533426,0.25224578
2022-05-14,15:30,21-22,Tondela,Boavista,1.0,0.0,D,0.43232155,0.29803276,0.26964572
2022-05-14,18:00,21-22,Maritimo,Portimonense,0.0,0.0,A,0.4148392,0.30737796,0.2777828
2022-05-14,18:00,21-22,Porto,Estoril,0.0,0.0,H,0.85749686,0.09013006,0.052373096
2022-05-14,20:30,21-22,Sp Lisbon,Santa Clara,1.0,0.0,H,0.8517894,0.09618604,0.052024502
2022-05-15,18:00,21-22,Famalicao,Sp Braga,1.0,2.0,H,0.30775118,0.25335106,0.4388977
2022-05-15,20:30,21-22,Guimaraes,Gil Vicente,1.0,0.0,H,0.50872105,0.21907306,0.27220586
2022-08-05,20:15,22-23,Benfica,Arouca,3.0,0.0,H,0.6129844,0.16144128,0.22557434
2022-08-06,15:30,22-23,Rio Ave,Vizela,0.0,0.0,A,0.49418095,0.21099943,0.29481962
2022-08-06,18:00,22-23,Estoril,Famalicao,2.0,0.0,H,0.4546155,0.20811172,0.33727276
2022-08-06,20:30,22-23,Porto,Maritimo,3.0,0.0,H,0.6218935,0.1577249,0.22038159
2022-08-07,15:30,22-23,Santa Clara,Casa Pia,0.0,0.0,D,0.44980767,0.21560872,0.3345836
2022-08-07,18:00,22-23,Sp Braga,Sp Lisbon,2.0,2.0,D,0.47121304,0.2237612,0.30502576
2022-08-07,20:30,22-23,Chaves,Guimaraes,0.0,1.0,A,0.45930275,0.21791284,0.32278442
2022-08-07,20:30,22-23,Portimonense,Boavista,0.0,1.0,A,0.4059901,0.27640322,0.31760663
2022-08-08,20:15,22-23,Gil Vicente,Pacos Ferreira,0.0,0.0,H,0.45881432,0.21874446,0.3224412
2022-08-12,20:15,22-23,Famalicao,Sp Braga,0.0,2.0,A,0.34188282,0.21074238,0.44737482
2022-08-13,18:00,22-23,Casa Pia,Benfica,0.0,0.0,A,0.15381294,0.14434367,0.7018434
2022-08-13,20:30,22-23,Sp Lisbon,Rio Ave,1.0,0.0,H,0.6296674,0.2337253,0.13660733
2022-08-14,15:30,22-23,Boavista,Santa Clara,0.0,1.0,H,0.5432594,0.27081275,0.18592788
2022-08-14,18:00,22-23,Vizela,Porto,0.0,0.0,A,0.16089208,0.15841886,0.68068904
2022-08-14,20:30,22-23,Guimaraes,Estoril,1.0,0.0,H,0.3809638,0.21185601,0.4071802
2022-08-15,15:30,22-23,Maritimo,Chaves,1.0,0.0,A,0.3463811,0.23726559,0.41635334
2022-08-15,18:00,22-23,Arouca,Gil Vicente,1.0,0.0,H,0.38952965,0.1699109,0.4405595
2022-08-15,20:30,22-23,Pacos Ferreira,Portimonense,0.0,1.0,A,0.45903292,0.23391381,0.30705333
2022-08-19,20:15,22-23,Estoril,Rio Ave,1.0,0.0,D,0.3160783,0.4715726,0.21234904
2022-08-20,15:30,22-23,Santa Clara,Arouca,0.0,0.0,A,0.40517044,0.31165463,0.28317496
2022-08-20,18:00,22-23,Chaves,Vizela,1.0,1.0,D,0.31866154,0.34537914,0.33595932
2022-08-20,20:30,22-23,Porto,Sp Lisbon,1.0,0.0,H,0.5503241,0.22109827,0.22857766
2022-08-21,15:30,22-23,Casa Pia,Boavista,0.0,0.0,H,0.38590032,0.19275196,0.4213477
2022-08-21,18:00,22-23,Sp Braga,Maritimo,2.0,0.0,H,0.6256593,0.24108562,0.13325514
2022-08-21,20:30,22-23,Portimonense,Guimaraes,0.0,0.0,H,0.38454452,0.21603927,0.3994162
2022-08-22,20:15,22-23,Gil Vicente,Famalicao,0.0,0.0,D,0.27720195,0.53301305,0.18978502
2022-08-26,20:15,22-23,Pacos Ferreira,Estoril,0.0,2.0,A,0.33468264,0.21670406,0.44861332
2022-08-27,15:30,22-23,Maritimo,Portimonense,0.0,1.0,A,0.3051693,0.18894105,0.50588965
2022-08-27,18:00,22-23,Boavista,Benfica,0.0,1.0,A,0.18875034,0.17056426,0.6406854
2022-08-27,20:30,22-23,Sp Lisbon,Chaves,0.0,0.0,A,0.5020445,0.27082664,0.22712888
2022-08-28,15:30,22-23,Famalicao,Santa Clara,1.0,0.0,H,0.4306191,0.27902377,0.29035708
2022-08-28,18:00,22-23,Arouca,Sp Braga,0.0,4.0,A,0.13806003,0.17201717,0.68992275
2022-08-28,20:30,22-23,Rio Ave,Porto,3.0,0.0,H,0.27328095,0.18109022,0.5456288
2022-08-29,19:00,22-23,Guimaraes,Casa Pia,0.0,1.0,A,0.43907112,0.28400147,0.27692738
2022-08-29,21:15,22-23,Vizela,Gil Vicente,2.0,2.0,D,0.32841527,0.33750173,0.33408302
2022-08-30,20:15,22-23,Benfica,Pacos Ferreira,2.0,1.0,H,0.84761804,0.0925163,0.059865594
2022-09-02,19:00,22-23,Benfica,Vizela,0.0,1.0,H,0.84105176,0.0986242,0.060324095
2022-09-02,21:15,22-23,Estoril,Sp Lisbon,0.0,2.0,A,0.3533532,0.3525315,0.2941153
2022-09-03,15:30,22-23,Sp Braga,Guimaraes,0.0,0.0,H,0.82409936,0.106420144,0.06948047
2022-09-03,20:30,22-23,Gil Vicente,Porto,0.0,2.0,A,0.15667453,0.16978928,0.67353624
2022-09-04,15:30,22-23,Casa Pia,Arouca,0.0,0.0,D,0.28504598,0.4599166,0.2550375
2022-09-04,18:00,22-23,Santa Clara,Maritimo,0.0,1.0,H,0.4468009,0.32184723,0.23135194
2022-09-04,20:30,22-23,Portimonense,Famalicao,0.0,0.0,H,0.71258694,0.18440914,0.10300393
2022-09-05,19:00,22-23,Boavista,Pacos Ferreira,0.0,0.0,H,0.45738563,0.35250968,0.19010463
2022-09-05,21:15,22-23,Chaves,Rio Ave,1.0,0.0,D,0.3151342,0.3892048,0.29566103
2022-09-09,20:15,22-23,Guimaraes,Santa Clara,0.0,0.0,H,0.54368836,0.24041499,0.21589664
2022-09-10,15:30,22-23,Famalicao,Benfica,0.0,0.0,A,0.11764608,0.14232351,0.7400304
2022-09-10,18:00,22-23,Sp Lisbon,Portimonense,2.0,0.0,H,0.35071164,0.20592064,0.4433677
2022-09-10,20:30,22-23,Porto,Chaves,1.0,0.0,H,0.7586335,0.12547201,0.11589447
2022-09-11,15:30,22-23,Pacos Ferreira,Casa Pia,1.0,0.0,A,0.34936655,0.20518115,0.4454523
2022-09-11,18:00,22-23,Arouca,Boavista,1.0,1.0,A,0.3031538,0.2899868,0.40685943
2022-09-11,18:00,22-23,Maritimo,Gil Vicente,1.0,0.0,A,0.30678767,0.24531709,0.44789523
2022-09-11,20:30,22-23,Rio Ave,Sp Braga,0.0,2.0,A,0.11508001,0.15817258,0.7267474
2022-09-12,20:15,22-23,Vizela,Estoril,0.0,1.0,A,0.35316873,0.2632214,0.38360983
2022-09-16,20:15,22-23,Portimonense,Chaves,1.0,0.0,H,0.4883905,0.22987854,0.281731
2022-09-17,15:30,22-23,Gil Vicente,Rio Ave,0.0,1.0,D,0.35166934,0.39010626,0.2582244
2022-09-17,15:30,22-23,Santa Clara,Pacos Ferreira,1.0,0.0,D,0.38389704,0.31320384,0.30289912
2022-09-17,18:00,22-23,Estoril,Porto,1.0,0.0,D,0.13130859,0.17026298,0.69842845
2022-09-17,20:30,22-23,Boavista,Sp Lisbon,1.0,0.0,H,0.34594214,0.29900935,0.35504848
2022-09-18,15:30,22-23,Arouca,Guimaraes,1.0,0.0,D,0.28437504,0.3042548,0.4113702
2022-09-18,18:00,22-23,Benfica,Maritimo,1.0,0.0,H,0.8498931,0.09276462,0.057342242
2022-09-18,18:00,22-23,Casa Pia,Famalicao,0.0,0.0,H,0.4287363,0.42061672,0.15064698
2022-09-18,20:30,22-23,Sp Braga,Vizela,0.0,0.0,H,0.8347399,0.10033508,0.06492499
2022-09-30,19:00,22-23,Sp Lisbon,Gil Vicente,2.0,0.0,H,0.56986207,0.24288946,0.1872485
2022-09-30,21:15,22-23,Porto,Sp Braga,2.0,0.0,H,0.30349305,0.2925636,0.4039433
2022-10-01,15:30,22-23,Vizela,Portimonense,1.0,0.0,H,0.3828905,0.2223411,0.3947684
2022-10-01,18:00,22-23,Chaves,Estoril,1.0,0.0,D,0.33897159,0.2685831,0.3924454
2022-10-01,20:30,22-23,Guimaraes,Benfica,0.0,0.0,D,0.12647521,0.15980583,0.71371895
2022-10-02,15:30,22-23,Rio Ave,Santa Clara,1.0,0.0,H,0.44877407,0.283459,0.26776695
2022-10-02,18:00,22-23,Pacos Ferreira,Arouca,0.0,0.0,D,0.4539883,0.24810666,0.29790503
2022-10-02,20:30,22-23,Famalicao,Boavista,2.0,0.0,H,0.40813676,0.21452498,0.3773383
2022-10-03,20:15,22-23,Maritimo,Casa Pia,1.0,1.0,A,0.3069464,0.21122098,0.4818326
2022-10-07,20:15,22-23,Gil Vicente,Estoril,0.0,0.0,A,0.34215865,0.2584382,0.39940315
2022-10-08,15:30,22-23,Santa Clara,Sp Lisbon,0.0,1.0,A,0.3287367,0.2439408,0.42732254
2022-10-08,18:00,22-23,Benfica,Rio Ave,3.0,1.0,H,0.84761804,0.0925163,0.059865594
2022-10-08,18:00,22-23,Portimonense,Porto,0.0,1.0,A,0.12498636,0.16597615,0.7090375
2022-10-08,20:30,22-23,Pacos Ferreira,Guimaraes,0.0,1.0,A,0.3750035,0.22897893,0.39601752
2022-10-09,15:30,22-23,Boavista,Maritimo,1.0,0.0,D,0.41376075,0.39682463,0.18941458
2022-10-09,18:00,22-23,Casa Pia,Vizela,0.0,0.0,A,0.60117215,0.26787305,0.13095485
2022-10-09,20:30,22-23,Sp Braga,Chaves,0.0,1.0,A,0.7916045,0.10222392,0.106171526
2022-10-10,20:15,22-23,Arouca,Famalicao,1.0,1.0,H,0.40230322,0.30492258,0.29277423
2022-10-21,20:15,22-23,Porto,Benfica,0.0,0.0,A,0.39319092,0.26311237,0.3436967
2022-10-22,15:30,22-23,Famalicao,Pacos Ferreira,1.0,1.0,H,0.49377674,0.26510426,0.24111895
2022-10-22,18:00,22-23,Estoril,Sp Braga,0.0,2.0,A,0.12603234,0.17794318,0.6960245
2022-10-22,20:30,22-23,Sp Lisbon,Casa Pia,0.0,1.0,H,0.5800399,0.2059184,0.21404171
2022-10-23,15:30,22-23,Maritimo,Arouca,1.0,1.0,D,0.37670058,0.25505447,0.36824495
2022-10-23,15:30,22-23,Vizela,Santa Clara,0.0,0.0,A,0.36876804,0.35164124,0.27959067
2022-10-23,18:00,22-23,Chaves,Gil Vicente,0.0,1.0,H,0.40696922,0.32860523,0.26442555
2022-10-23,20:30,22-23,Guimaraes,Boavista,1.0,1.0,H,0.54296,0.24111982,0.21592018
2022-10-24,20:15,22-23,Rio Ave,Portimonense,1.0,0.0,H,0.45427203,0.24160506,0.3041229
2022-10-28,20:15,22-23,Pacos Ferreira,Maritimo,0.0,1.0,A,0.5018433,0.2585459,0.23961084
2022-10-29,15:30,22-23,Santa Clara,Porto,0.0,1.0,D,0.09297874,0.1363559,0.7706654
2022-10-29,18:00,22-23,Benfica,Chaves,3.0,0.0,H,0.84105176,0.0986242,0.060324095
2022-10-29,20:30,22-23,Arouca,Sp Lisbon,0.0,0.0,H,0.23076308,0.27524954,0.49398744
2022-10-30,15:30,22-23,Boavista,Vizela,1.0,2.0,D,0.4381403,0.29605874,0.26580095
2022-10-30,15:30,22-23,Portimonense,Estoril,0.0,1.0,D,0.3426108,0.32417715,0.33321202
2022-10-30,18:00,22-23,Casa Pia,Rio Ave,0.0,0.0,H,0.40044174,0.3417358,0.25782248
2022-10-30,20:30,22-23,Gil Vicente,Sp Braga,0.0,0.0,A,0.10287732,0.13808526,0.75903744
2022-10-31,20:15,22-23,Guimaraes,Famalicao,1.0,0.0,H,0.68672395,0.20045114,0.11282486
2022-11-04,20:15,22-23,Gil Vicente,Portimonense,1.0,1.0,A,0.4452943,0.25182816,0.30287752
2022-11-05,15:30,22-23,Vizela,Arouca,0.0,1.0,A,0.3774928,0.27748117,0.34502605
2022-11-05,18:00,22-23,Porto,Pacos Ferreira,3.0,0.0,H,0.80972207,0.10501384,0.08526409
2022-11-05,20:30,22-23,Sp Lisbon,Guimaraes,2.0,0.0,H,0.5984586,0.20262899,0.19891246
2022-11-06,15:30,22-23,Rio Ave,Boavista,0.0,0.0,H,0.43580982,0.26713753,0.29705262
2022-11-06,18:00,22-23,Maritimo,Famalicao,0.0,0.0,D,0.356928,0.27243057,0.3706414
2022-11-06,18:00,22-23,Sp Braga,Casa Pia,0.0,1.0,A,0.61046964,0.15523237,0.23429799
2022-11-06,20:30,22-23,Estoril,Benfica,0.0,3.0,A,0.09489365,0.1370653,0.768041
2022-11-07,20:15,22-23,Chaves,Santa Clara,0.0,0.0,D,0.38106063,0.32227933,0.29666
2022-11-12,18:00,22-23,Arouca,Rio Ave,0.0,0.0,A,0.39426583,0.2950428,0.31069142
2022-11-12,20:30,22-23,Boavista,Porto,0.0,1.0,A,0.1083102,0.14672856,0.74496126
2022-11-13,15:30,22-23,Guimaraes,Maritimo,0.0,0.0,H,0.6573671,0.20803326,0.13459957
2022-11-13,15:30,22-23,Pacos Ferreira,Vizela,0.0,0.0,A,0.37297598,0.2651401,0.36188394
2022-11-13,18:00,22-23,Benfica,Gil Vicente,2.0,1.0,H,0.8528254,0.09308468,0.05408998
2022-11-13,18:00,22-23,Casa Pia,Chaves,1.0,0.0,A,0.3953355,0.28729823,0.31736627
2022-11-13,18:00,22-23,Portimonense,Sp Braga,1.0,0.0,A,0.14004578,0.16848646,0.69146776
2022-11-13,20:30,22-23,Famalicao,Sp Lisbon,0.0,2.0,A,0.21520782,0.23639926,0.5483929
2022-11-14,20:15,22-23,Santa Clara,Estoril,2.0,1.0,H,0.42356986,0.27406317,0.30236697
2022-12-23,20:15,22-23,Rio Ave,Maritimo,1.0,1.0,D,0.4432231,0.390828,0.16594893
2022-12-28,19:00,22-23,Portimonense,Casa Pia,1.0,1.0,A,0.31918898,0.27338892,0.4074221
2022-12-28,21:15,22-23,Porto,Arouca,3.0,0.0,H,0.81535614,0.10598622,0.07865765
2022-12-29,17:00,22-23,Gil Vicente,Santa Clara,1.0,0.0,H,0.45496726,0.26168284,0.2833499
2022-12-29,21:15,22-23,Sp Lisbon,Pacos Ferreira,3.0,0.0,H,0.78935343,0.15308042,0.05756612
2022-12-30,17:00,22-23,Chaves,Famalicao,0.0,1.0,A,0.36669317,0.29345065,0.33985618
2022-12-30,19:00,22-23,Vizela,Guimaraes,1.0,0.0,H,0.3738187,0.2575667,0.36861464
2022-12-30,21:15,22-23,Sp Braga,Benfica,2.0,0.0,H,0.26659745,0.27731207,0.4560905
2023-01-05,20:15,22-23,Santa Clara,Sp Braga,0.0,2.0,A,0.09958865,0.13310498,0.7673063
2023-01-06,19:00,22-23,Benfica,Portimonense,1.0,0.0,H,0.82066905,0.08957486,0.08975608
2023-01-06,21:15,22-23,Famalicao,Vizela,1.0,0.0,H,0.41652244,0.25860995,0.32486764
2023-01-07,15:30,22-23,Arouca,Estoril,1.0,0.0,H,0.41067895,0.3063058,0.28301525
2023-01-07,18:00,22-23,Guimaraes,Rio Ave,0.0,0.0,D,0.55808806,0.21978506,0.22212686
2023-01-07,20:30,22-23,Casa Pia,Porto,0.0,0.0,D,0.1509228,0.18645795,0.66261923
2023-01-08,15:30,22-23,Pacos Ferreira,Chaves,0.0,0.0,D,0.3496598,0.2656144,0.3847258
2023-01-08,18:00,22-23,Maritimo,Sp Lisbon,0.0,0.0,H,0.28002197,0.17781937,0.5421586
2023-01-08,20:30,22-23,Boavista,Gil Vicente,1.0,0.0,H,0.43012643,0.29619354,0.27367994
2023-01-13,20:15,22-23,Portimonense,Santa Clara,0.0,0.0,D,0.4068322,0.3032543,0.28991345
2023-01-14,15:30,22-23,Vizela,Maritimo,2.0,0.0,H,0.4214651,0.3181949,0.26033998
2023-01-14,18:00,22-23,Rio Ave,Pacos Ferreira,0.0,1.0,A,0.41765538,0.35203466,0.23031001
2023-01-14,20:30,22-23,Sp Braga,Boavista,0.0,0.0,H,0.7984945,0.11869665,0.08280879
2023-01-15,15:30,22-23,Chaves,Arouca,1.0,0.0,D,0.40142474,0.3136132,0.2849621
2023-01-15,18:00,22-23,Benfica,Sp Lisbon,1.0,1.0,D,0.67483807,0.18884045,0.13632143
2023-01-15,20:30,22-23,Porto,Famalicao,3.0,0.0,H,0.8455424,0.1028147,0.051642954
2023-01-16,19:00,22-23,Estoril,Casa Pia,1.0,0.0,H,0.40827477,0.26538184,0.32634336
2023-01-16,21:15,22-23,Gil Vicente,Guimaraes,1.0,1.0,H,0.44407147,0.27513817,0.28079036
2023-01-20,19:00,22-23,Arouca,Portimonense,2.0,0.0,H,0.41245475,0.30330622,0.28423902
2023-01-20,21:15,22-23,Sp Lisbon,Vizela,0.0,0.0,H,0.6157587,0.1772371,0.20700417
2023-01-21,15:30,22-23,Pacos Ferreira,Sp Braga,0.0,0.0,A,0.14847809,0.1614973,0.6900246
2023-01-21,18:00,22-23,Santa Clara,Benfica,0.0,2.0,A,0.09759165,0.13566242,0.76674587
2023-01-21,20:30,22-23,Guimaraes,Porto,0.0,1.0,A,0.114125624,0.14819433,0.7376801
2023-01-22,15:30,22-23,Maritimo,Estoril,1.0,0.0,H,0.40470704,0.25917456,0.3361184
2023-01-22,18:00,22-23,Casa Pia,Gil Vicente,0.0,0.0,A,0.3854911,0.31763086,0.29687804
2023-01-22,20:30,22-23,Famalicao,Rio Ave,0.0,0.0,D,0.40316054,0.29627287,0.3005666
2023-01-23,20:15,22-23,Boavista,Chaves,1.0,0.0,D,0.40805012,0.30808342,0.28386644
2023-01-26,20:15,22-23,Pacos Ferreira,Benfica,0.0,2.0,A,0.15715493,0.17093495,0.6719101
2023-01-29,15:30,22-23,Casa Pia,Santa Clara,0.0,0.0,H,0.41072154,0.30458957,0.28468883
2023-01-29,15:30,22-23,Vizela,Rio Ave,0.0,1.0,H,0.37947163,0.31810308,0.3024253
2023-01-29,18:00,22-23,Boavista,Portimonense,0.0,0.0,H,0.44854385,0.30358186,0.24787425
2023-01-29,20:30,22-23,Famalicao,Estoril,0.0,0.0,H,0.41690943,0.2955811,0.2875094
2023-01-30,20:15,22-23,Guimaraes,Chaves,1.0,0.0,H,0.5524372,0.24261497,0.20494783
2023-01-31,19:00,22-23,Pacos Ferreira,Gil Vicente,1.0,0.0,H,0.3634141,0.28775176,0.34883413
2023-01-31,21:15,22-23,Arouca,Benfica,0.0,1.0,A,0.10168778,0.14194241,0.7563698
2023-02-01,19:00,22-23,Maritimo,Porto,0.0,0.0,A,0.1119934,0.15717906,0.7308275
2023-02-01,21:15,22-23,Sp Lisbon,Sp Braga,1.0,0.0,H,0.38096318,0.23145479,0.3875821
2023-02-04,15:30,22-23,Santa Clara,Boavista,0.0,1.0,D,0.4692377,0.2574656,0.27329668
2023-02-04,18:00,22-23,Benfica,Casa Pia,2.0,0.0,H,0.8411939,0.099871434,0.058934655
2023-02-04,20:30,22-23,Estoril,Guimaraes,0.0,1.0,A,0.42543286,0.2731842,0.30138293
2023-02-05,15:30,22-23,Chaves,Maritimo,2.0,1.0,H,0.5039919,0.26836064,0.22764747
2023-02-05,15:30,22-23,Sp Braga,Famalicao,1.0,0.0,H,0.78915447,0.10973529,0.10111021
2023-02-05,18:00,22-23,Porto,Vizela,1.0,0.0,H,0.8441241,0.095320456,0.060555443
2023-02-05,20:30,22-23,Gil Vicente,Arouca,1.0,1.0,D,0.4337875,0.24844661,0.3177659
2023-02-06,19:00,22-23,Portimonense,Pacos Ferreira,0.0,0.0,H,0.6327581,0.20456961,0.16267233
